comment,
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
One of the key cause for increase in the Covid case. Hope these useless guys get some enlightenment soon,0
Godi media who rests in modis pocket.,1
Let these mandi walas gain wealth for 7 generation by sucking real farmers blood buying onion 8 and sell for 100+. Let farmer live peacefully without these mandi middle man interruption.which farmer will protest for 7 months without farming,0
They are fighting for their rights,1
Rapes deaths what more do these so called farmers want,0
This is not going to end well,2
Godi media where was you when Bengal elections held,1
"it is really Horrible to see the attitude of the Farmers at this point of time , putting hundreds life in danger, what are they going to get out of this ??     Kindly Understand Please adhere to Covid appropriate behaviour. Your life is Precious for every Indian.",0
"People are not getting oxygen and medicines.  Till covid issue is not under controlled all protests , election and exams should be stopped",2
When rally can happen then why not this,1
"They are trying to take advantage of the Covid situation. Farm laws along with direct benefit transfer has made this is a do or die battle for middle men and these protests should fail. Government should not budge. Many of the below ""farmer supporter"" just want to make the government to backtrack so they can use this politically.",0
This isn't the time to protest please stop,0
"No masks  no social distancing ?
and cry for oxygen and vaccines 
Im so sorry 
Indian people need to eat bacon  cheese  burger  
Use spoons  and chopsticks ",0
What do you expect from these dumb blackmailers.,2
"Place these idiots and goons in jail
Stop their blackmailing of indians and delhites 
Ask this joker kejriwal and amarinder Singh to stop instigating them",2
"""Pakistan Today"" is thrilled beyond words at this lawlessness. Shame on your channel.",2
You stop your channel and stay home because its COVID,2
Without canceling these laws nothing would help bjp government this time .if they care about citizens they should do it,1
"Cancel the law, stop kicking on farmers stomach.they will go back",1
"Farmers are suiciding all over India, government is hiding it's data. They will anyways die due to farm bills,so better fight n die instead of giving up and die.jai jawan jai kisan ",1
Looks like these Sikhs just wants to be very Sick,0
Humble request to all farmers to stop such protests..,0
"There are everyday deaths in India and covid is not at the top, do ur research b4 making pathetic comments. Stop following mainstream media, fools",2
"They have been protesting since Nov 2020! No covid death amongst them so far, media can't put fear in them they way u are all fooled! Lol carry on farmers ",1
"Repeal the laws and they will go
Home. Quite simple",1
No wonder there is Sikh jokes..,2
"Gov can just cancel the law and stop this March... That is the good way of ending this strike..why Modi government is not doing that ????? 
Farmers are protesting for over a five months... Why Modi and his government is not knowing that ?",1
"Why did you not see the 'grim' situation in the election rallies of your masters??
Virus is only seen in the Farmers rightful protest? Only when i go to open my business? Only in my child's classroom? Only when I'm driving in my car??
Kissan Unity cannot be broken.",1
U can just cancel the law and stop all the protesting farmers at their tracks,1
Why Punjab Government is not taking action against these protestors?????,0
SUSPEND this protest !! Corona is DANGEROUS !! Lawlessness is unfotunate !!,0
Kill everyone raskals...they are not farmers. No took money and they are very rich people,0
They have been pushed to the limit... What a pity,2
"2 month old Baby abandoned by family who died from Covid19, WHAT!!!!!",2
"I bet this is a video from two months ago, godi media using for propaganda to divert attention from BJP failures .",1
its hard to feel sorry for these people ...they are doing all this damage to themselves...no masks....rallys ...thier choice ..and they keep doing it...,0
Situation coming grimmer and grimmer everyday,2
"You can't make your voice heard when you can't breathe...this is really not the time..the concerned authorities are having their hands full right now.

N please kisan union...put on the masks..Covid spares no one..be it farmers, bureaucrats or politicians",2
Now these people will get the virus and they will be the super spreader.,0
send in the army to disperse the mass gatherings. Take action India to stop the spread. please,0
Looks Corona has no impact on farmers .... farmers will break corona chain ... 80 % of active cases are in metros and cities,1
"farmer protest only symbolic, fizzle out",0
Covid will take care no issues,0
"Whatever they are protesting against, is going to be in vain, your voice cannot be heard when you can't breathe and your fighting for your life due to COVID-19!!
Pffft!!",0
"...salute to Modi govt with dealing with covid crisis along side the bengal ,maharashtra, delhi and farmer crisis..Jai shri ram..farmer protest Shaheen bagh bengal voilence all are financed by anti nationals..Modiji should not give up...",0
They are never tiring.,2
This seems to be a conspiracy by some enemy nations to bring India down! These people are brainwashed. Remember who is mocking our funeral pyres.  Stop this madness before their agenda succeeds.,1
Many many will die..Pls Government..Give these poor farmers what they want..Focus on the fight at hand...Most of these sikh farmers have families  in army and many are helping at forefront during covid times..They are true Indians and don't deserve to die due to covid..Pls help them out..,1
Why are they doing this? cant Barkha Dutt and Kejriwal tell them please or they listen to Rihana only,0
Praying for all the farmers. ,1
God will punish Modi Modi Shah hard hearts government which never hear the plea of the farmers.,1
Where is supreme court?,2
"We are praying for our indian brothers and sisters from Bangladesh, be strong and be safe, we also supports indian farmers",1
"Yes. Very nice. This is the best time. Let them gather in large numbers. These fake farmers who are actually Arthian and Bicholiyas, let them get accumulated in large numbers in and around haryana, Delh. And let they Corona Virus take care of these hooligans and finish the job ",0
Is this the time to pass a bill so critical of farmers life...ask that question first,1
God save this country.....this can't be protest....,0
Naxalite is the future of India. Support country Naxalite and its government. Naxalite is always with you to alleviate poverty and ensure equal human rights.,2
" UP      ,         ,         ,               ",2
boycott bjp,1
Congrees is Coming in Front Foot,2
All Farmers Support to Congress Party ,1
Congrass chamacha,2
"Kisan ke namm pe RLD, CONGRESS and SP are doing only politics....",2
He now wants free food in jail. Moron. ,2
"99 percent of these farmers are illiterate, in my state Kerala nobody is protesting . ask the leader of this protest to have a live debate , i dont know why these uneducated north indian support these idiots",0
"This is protest is done in the interest of  ""Middle man of Farm Produce"".",0
"Brave heart Farmers gonna win did battle, shame on you ppl who r still supporting parasite capitalist Government who's fooling Andhbhakts in the name of Hinduism.
In Parjivio Ka koi Deen dharm nhi ha",1
Support farmer's protest ,1
"Saying ""sorry"" is an empty action.",2
no GMO  SUPPORT FARMERS land back,2
"Investing in crypto now should be in every wise individuals list, in some months time you'll be ecstatic with the decision you made today.",2
Why the modi government is turning a deaf ear to the plight of the farmers,1
Kya rakesh ticket nahi lagata just waiting their time.  Take other option,2
These rich farmers are doing unnecessary protests now and spreading carona. Courts have already suspended the law for some time and put experts committe to reform the bill. These rich leaders are just doing politics now.,0
MLAs appoluzies Becoz of next year's election.,2
"Tikait .... a farmer ..... i wanna start a doctor agitation. 

It should be a agri middle men agitation",2
Stupid farmers going against Modiji shame for them,0
Why isnt he wearing a mask?,2
I support the farmers. Down with fascist govt.,1
An excuse to become well known. He thinks he is very smart,2
Huge respect for farmers,1
Stupid Modi-Shah cause of Misery to Indian farmers,0
They are not ordinary farmers they're cororpathya it is not daring all are frightened all are corona positive.,0
"Wonder why only farmers are protesting!!!
Farmers are fighting for every ordinary Indian citizens. The whole country should be supporting them.",0
Leftists are spreading Corona everywhere.,0
Ugh. Third wave,2
Who give fk to these fake farmers and covid spreaders as they spreading covid since last one year... no actual farmers behave like this...and this fake news promoting them since last more than a year,0
Very unfortunate. What is required improving Agriculture and rural India.,2
Arrest them...if they want to be arrested..fulfil their wishes...,0
Farmers will be crushed. This government is too powerful. Farmers should tread carefully. I suggest to go back home.,1
The great framer protest against authoritarian government,1
Sanjeev Ballian you are spreading rumors,2
Acchi script lekthe h zee news,2
Zee news  unsubscribe ,2
Next up cm,2
News ya gand phati ?,2
"farmer on top
 Unsubscribe zeenews",1
Heart is still sad,2
Tacait is Dacoit. Funded by foreign funding and Congress . Someone should make sure he is investigated for the wealth created over 20 years !! He is the main guy income converting black money to white by showing farm income ( tax free loophole) !!,0
All govt that is following path of religious ideology  is simply a Taliban . They can only hit farmers with big wood as lathi  . No respect for such Govts.,1
Hopeless public nuisance encouraged by the publicity provided by the stupid news media chasing ratings,2
"Shameful, calling police and administration taliban.",2
"Farmer in my place and western go vacation or picnic at seaside or travel to beautiful place or complete thier pilgrim mission but in india framer picnic in street and wasting time, disturd public peace and freedom.",0
"Taliban style of government, using brutal force to silence citizens.",0
"Rakesh Tiket is playing politic under farmers disguise.
Why is the gov still soft on him ?",0
"*People have the right to free movement---No one should deliberately disrupt the livelihood and movement of people---The Farmer's protest is just that. To create problems----They and their kind should be punished to the maximum so that people do not adopt such actions----Can we go infront of their family homes and protest, create ruckus and disrupt their movement for long period of time? If yes, public should do the same to these so call paid fake leaders*",0
"*Police should stand down. They are caught in the politician puppetry Let the PUBLIC face the Farmer protesters, leaders & politicians who are protesting, disrupting traffic, creating ruckus... violence etc. Let Public face the violence, only then will the public take action against these fools and support the police*",0
Remove modi from india because sold all india to Coopurates,1
Taliban came into existence in 2002 during the Godhra massacre under Asaram Bapu...ask Qutabuddin Ansari what had brothers in arms done to show case the country's freedom once again after 1947...,2
Reality of India ,2
1080p quality my ass,2
Congress tasting their own venom,0
These reporters don't even know what vandalism mean?,2
"Sad B team of BJP 
Election are soo much away from now why they campaigning now sad working for bjp to create disturbance in punjab so that union could get a base to apply presidents rule in punjab just like they did in 84 by killing hindu passengers from buses SAD always work as Central governments B team",2
No political party will be allowed to campaign until three laws ain't repealed now is the time to beat the shit out of these politicians they need to be deciplined to work for people not for there personal beniefits,1
I think that maybe something is wrong with these farm laws because why don't bjp take these laws back despite strong oppose. Atleast he should give in bold letters in law that MSP is compulsory and will be provided.,1
Politics,2
Practicing for the next Olympic event of stone pelting?,0
Stone pelting shifts from kashmir to Punjab.,0
"Government planning perfect

Giving SC ST OBC RESERVATION less than 1 month before exam and without increasing SEATS or applying for EWS only

Now all CENTRAL GOVERNMENT 7pc employees earning LAKH LAKH not going to HOSPITAL whole LOCKDOWN or LOWER DIVISION CLERK never touched patients will earn LAKH LAKH will get MBBS MD MS DM MCH all with even half marks

It's unacceptable MBBS INTERN faced Covid19 wearing PPE will get 20k salary per month

Mere BSC BCOM BA pass government accountant earning LAKH LAKH

Now no good student must get in MBBS 

BHMS BAMS BUMS BPT BOT PhD all better , usse behetar satta bazar 

GOV don't bother how STUDENT from FLOOD HIT AREAS STATES with DENGUE fever malaria cases will cross districts

No sensible person can put National level exam in middle of rainy season

The TRILLION DOLLARS ECONOMY is postulated in 2030 and like all bridges deadline that will be missed

But this will impact 2022 , 2023 , 2024 all

And then NO BJP NO TRILLION DOLLARS ECONOMY , a great ECONOMIC DISASTER waits in future 

Problem is Opposition don't have leaders who can take it to people and tell them facts

How SC ST OBC RESERVATION without EWS QUOTA , that will be bagged by rich CENTRAL GOVERNMENT 7PC SC ST OBC getting lakhs only

Government must postpone NEET UG PG Exam to mid November / December

To increase seats 5 times in PG at least 3 times in UG 

Or else no intelligent will take MBBS MD MS DM MCH in future 

All will play groww app and sattabazar 

Actually they are forcing MBBS MD MS b.e. brains in BUSINESS and if not now , will damage existing running business houses too in next 5 years as brilliant will join business and not medicines now",2
My all respect for people of Punjab has gone,0
"I blame modi. He is a bad boy,  he needs a spanking",2
Those pelting stones are not farmers but anti-nationals criminals sponsored by congress kejriwal and Pakistan,0
BJP IT CELL WALON K BAAT BATA DO KITNA KAMA LETE HO YE DESH BARBAD KARNNE WALE KAAMO ME KAMINO ACHPAN ME PADH LTEE TO AAJ AISE COMMENT KARNE KI NAUBAT NAHI AATI,2
Is this punjab or 5 year back Jammu Kashmir,0
"Till now no congress rally faced farmers anger? Is it ,tell me if i am wrong? Only sad, bjp and aap",2
Punjab main to congress government woh to farmer de support main rehte the to eb ke hogaya punjab main rally karne do inna nu why lathicharge ,2
LOL are these guys farmers..  look like gundas,0
Thank god I'm from Himachal,0
Send them to Afghanistan where they are free to protest.,0
They aren't farmers  if they were the fruits and vegetables price would sky rocketing,0
"I am from TELANGANA state
We have high rate production in agriculture 
I am also farmer
We don't have any objection in farmer bill",2
Looks like Punjab is turning into another west bengal,0
What a peaceful Indian lol,2
"Decoits protests...
What makes those turban people think that they are the only farmers in india.",0
Stop calling them farmers. They are not farmers. They are just the middlemen and some paid communists/khangressis.,0
*I'm pretty sure that at this point the real farmers would have starved to death. They are not poor farmers* ,0
Stone pelting farmers....Wow something new...,0
"They are not farmers, only farmers of Punjab are affecting what about other states?? Now this is so called peaceful protest.",0
These Farmers are not less than terrorists ,0
It's not farmers but these extremists and terrorists doing it.,0
"Stone Pelting - India's most booming sport   
Every leftist party ruled  state is pro in this sport and achievers of ""National Liberandu Stone pelltor of the year"".  This game is organised every year near election date by Congress with a motto "" Modi hatao humko jitao vrna lathi khao "".",0
There violence in indian only not at taliban killing them running into India,0
Only farmers from Punjab are affected by farmer bill,0
Don't care About Indian citizens they are asserting their tension for Afghanistan. Rioters Ministers.,2
Why they are behaving like peaceful community ,0
 Are they farmers??,0
These are terrorist not farmers...they must be punished,0
"Farmers must not allow these anti-social elements to enter their area,  as farmers' name is losing respect. True farmers can not leave their land for even a week. They are toiling on the land and making record production of food grains for fellow nationals. Those who are on the road to make unrest to the general public are brokers and foreign agents paid for anti-national activities.",0
"People please understand even u r not happy with modi yes it is good for healthy democracy but sitution now a days becoming critical please understand that Lots country including american organisations and chinaitself doingfunding to destabilise india plz check the fact 
Their yt channel of String",0
"Ever since Sanatan Sikh Samrat Ranjit Singh's death, Dharma has declined in Punjab and this is the result. How ironic that the empire Khalistanis want to get back is actually based on Hindu values! Because modern day abrahamized  Sikhism is a creation of the British and ISI + radicals from the 1920 tat khalsa singh sabha, not any enlightened Guru. Bani + brainpower proves this, and the next generation is waking up to the spiritual loss of Sikhs.",0
Thus how Punjab separatist form,0
These people don't pay taxes and gets every government subsidies that's why they don't care about government property only middle man has to suffer because of this gundas,0
If there is constitutional way then it is not good to take law in hand...becz if law of the land hold high then only we can get way out.,2
SAD Is enjoying the taste of their own medicine....,2
"It was the CM of Punjab asked them to go to Delhi 
Now he and his state suffers",2
"Chalo Khalistan banate hain protest karke
















Farmers : wait a minute",2
"BJP first provoked farmers by using muscle  power at  Uttar Pradesh...
And now BJP will use these clips to defame farmers movement.......If you have read history well....then this is the exact technique which British regularly used to defame and curb the nationalist movement",1
"Punjab is a feudal state. Being living  around the state I have witnessed it myself.

The more ""gunda"" you are the more respect you get.
Being a gunda is seen as ""cool"" in Punjab.

The more vandalism you do, the more cool you are.
The mentality of Punjabis is like 
road tere bap ki nhi hm isse block krenge,
Bus tere bap ki nhi hm isko jalayenge.
 etc etc",0
Everything is routine drama  till elections,2
"America killing millions people in Afghanistan & Iraq open link & see reality
https://youtu.be/uhmoFUl-afI",2
"At this point, even the anti Modi media has stopped caring about these so called protests",0
Does only Punjab have farmers and not any other states ,0
Why does pakistans maps looks like a pet standing to china wagging its tail ans begging for treats?,2
Good to see the beeb getting real news out,2
Indias biggest shame,2
Be curse of Allah on modi,1
"God is with them
They will win soon",2
Imagine a country where Farmers who feed the country don't have their rights and no one is ready to listen to them and see them in what conditions they are suffering at the borders. Government is  answerable...but looks like this Country and common people are deamons.,1
People you see at 2:34. Do those kids even have a future other than that. People from this community even had a police officer hand cut just because he asked them not to roam in lockdown. They just want the world's attention so they can show they are mistreated and spread more hatred in the country.,0
Do you think these people are educated they get manipulated by the opposition and start protesting and every other state is welcoming these laws except Punjab because most of them are unemployed and has a personal grudge towards India,0
They absolutely have nothing to do other than blocking the roads and to stop country's development they are not farmers they are just unemployed people  burning the country just to satisfy there own personal anger.,0
Shame on ehsaan faramosh Sanghi Government & their bhakts,0
These farmers risk getting infected by Covid to push back against greedy corporate shrills. Well done.,1
Jai jawan Jai kisaan. Modi became Hitler. Doing injustice with his own countries food providers. Accept what they are asking for & let them all live a healthy & a safe life. Let them go back to their families. Waheguru baba ji bless them.,1
"We salute BBC team and channel.
Thanks for providing true imformation",2
"""If you ever sniffed the dust you wouldn't do that to us."" Word's of a farmer. 
It's ok If you can't support them but please respect them, they're farmer's not terrorist.indian media telling lies.",1
"In villages, we don't have electricity, our schools are closed, children are in streets. Future of Punjab is finished. Political people are so selfish and cruel.",1
"We are not terrorists ,we are framers",1
Total entire 1300 million people of Indians are opposing these Agricultural new laws in India,1
"Dr Ambedkar father of Indian Constitution said on   independence day 15 th August 1947 said  ""  Now  Foreigners (Britishers ) are leaving, here onwards Indian Nazies will rule our  India""",1
"these farmers protests will be there until the Punjab elections. After that, they will shut down.",0
Why the hell would English people be interested in this crap !,2
Support farmers.They are the backbone of India ,1
"These protests have fizzled out. These farmers cant tell what is wrong with the laws except that they want the new laws taken back. These protests are by vested interests and only around Delhi by Punjabi and UP rich landlords. There are NO such protests in west, east or south India.

Jai Modi and Jai Hindustan.",0
Need much more awareness,2
Nobody is asking them to live there.....that is their choice......this is not a protest for India......it is only for the benefits of the community of those farmers.....not even a protest for all farmers in India.,0
"the ones who need attention are not getting it, but people like Lucknow girl are getting attention needlessly, as a young Indian I am feeling shame and fear cause of it.",2
"Empathy is what makes us Human....Bringing Automation in Agriculture has flip side...Are we ready ???Are we bringing new technology as a disrupt or or as a enabler....It is empathy that makes a leader Human or a machine with only one objective ...i,e, Goal setting is important ...what we plan to achieve with Automation...How we plan to do it....Do we have right leaders...to decide for us...Powerful leaders seldom care for weaker siblings in their pursuit for Ambitions/Name/Fame/greed/Envy/hatred/materialistic pursuits....Only leaders who are humble, have empathy, No hatred in heart, creative and constructive most important of all GOD fearing should be given chance...Leaders who sow seeds of hatred are danger to individual/community/civilization....As a individual/society/human civilization it is important we understand corruption in our morals and aspire for right qualities within and for our leaders.....Only Spiritual awakened society can sustain avalanche of emotions that are headed our way....True believers realize that and seek wisdom...",2
"Why farmers are not convinced of Farmlaws? Problem and solution explained in Telugu, 22 min.
https://youtu.be/62JxIIw2uFU",2
What the hell is going on?,2
"No one is talking about Cuba protest 
https://youtu.be/vBqep_TyPQI",2
100% support from all the UK and USA and Canada Sikhs,1
"Reason they lost this battle is because they stared riots with Anti Hindu slogans, if they stick to farmers slogan all Indians would support them",0
"Rather than protesting, Change the elected Party. Problem solved.",2
"Modi has sold out to the globalists, 6+ months of protest and still no change in bills.......only one explanation is Modi took a lot of ",1
Communist support farmers riots not every farmer in India is doing this drama shame on far-left to use farmer for their agenda,0
"hahah ,, keep on protesting middle men and hoarders,,, you cannot malign the name of farmers ,, 10 thousand vs rest ,, we will entertain and enjoy your show until you go back home",0
"Wn evr ter is famr prostest our govt will simply divert media
See now  assam",1
"Lol, this is still going. I thought it was over.",0
"Very sad to our old farmers from Punjab and other states dying on the Delhi roads. 600 farmers lost their life. These farmers fed India from generations. What is their fault? Only fault is in 1947, Instead of taking their own country they proffered to stay with India as Nehru promised them freedom. People now you can see kind of treatment India gave them.",1
Shithole country,2
To kyu bethe ho ghar chale jaooo private corporation se itni hi taqleef h to khud private organisation bana le na chutya panti karte rho bas sale anpadh gawar log kahi se bhi a jate h sadko pe beth jate j,2
"If the farmers don't want the new bills, why give them? lol. Corrupt shady Indian government.",1
 Thank You!,2
Why did BBC censored the scene where there were lots of red flags flying on the many poles? Trying to prevent the world from seeing the socialist peasants/farmers mass movement against the corporate greed?,1
There had been large gathering starting of the day but now every one realised nothing going to happen just like what caa & nrc protesters got. May almighty save every one ,2
They are anti india ppl,2
Became emotional by looking this video  bt then loved their strength...Appan jitaange zaroor ,2
"Please speak on Shanta Kumar Report which says procurement of grains should be stopped from Punjab, Haryana, Western UP etc and should be done only in Eastern states, secondly as per DOHA round of WTO US, Canada, EU etc are pushing India to restrict  procurement and stocking  to service PDS i.e. 40%of population whereas food security act envisages stocks for 70% of population, thirdly what happened in Bihar after private procurement was introduced and public APMC were abolished and what happened to Apple growers in Himachal after corporate buyers monopolised procurement, lastly PEPSI has large contract farming for Potato in Punjab and issues and difficulties and corruption in procurement where in 10 years price has increased from 5 to 8 per Kg but input costs have increased manifold during this time. just giving political twist does not help farmers cause, the public at large cannot be swayed only on political and emotional appeal, the facts and issues and reasoning behind agitation has to be brought forward, if people know details on what is at stakes and what farmer stand to lose by these 3 laws...",1
Corporate farms are the worst for the planet and most people,0
"Fatty Fatty  farmers family eating Pizzas ,wow enjoying picnics 
Retired people  political Backed by Canada's Sikhs.
Modi is all ve ",0
"Flop protestors, go beg at Greta some more LoL...You need all the help you can get !",0
"High treason!
All of them are starving children! Wow
Death sentence or death penalty is a punishment sanctioned by the state, where the person is killed for committing the offence. The act of carrying out such a sentence is known as an execution.
Includes causes of death: Hanging

listen); born 17 September 1950) is an Indian politician serving as the 14th and current prime minister of India since 2014. He was the chief minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi. And they've been starving children for over a hundred year and the India law says dust by hanging I told you your government is corrupt starving children",2
"&**++++American virus/American flu
Coronavirus  originated in the United States. Two virus leaks occurred at the U.S. Virus Laboratory in 
Fort Detrick, Maryland, U.S. in 2019.On October 18, 2019, the 7th Military World Games was held in Wuhan china. American soldiers brought the coronavirus to Wuhan.  the United States virus infected the world.Americans are trying to hide the truth
The flu comes from the U.S., Covid-19 come from the United States.",2
Irony of this protect is that Indians already getting less than half price of crop in government procurement system and punjabi admire canadaian american system most and they having  private food market .,0
"3:21 Kisan Anthem's line sung by Afsana Khan written on the poster. That's kinda slap on Indian Medias, Shame on our Fake media ",1
I must say. I'm impressed. This is a whole new level,2
BBC don't play up this protest as they did with HK. Hypocrisy,2
BJP the Nazi Party of India...,1
I am support the farmers ,1
Farmer is the backbone of countries economy,1
"Awww,..send them more  LoL..they need some attention for their fl opped dramatised  prots ts LoL",0
Soc1 al dista ncing rules don't apply to di aper heads,0
"biggest  hypocrites are these farmers, with their global sympathy act LoL",0
in 7 months they gathered and spread a known virus LoL,2
"Flop protests , xposed and humilated for the fi lth they are",0
Modi is a living nightmare,1
Modi does not care about the sikh farmers Punjabi farmers. Its the truth,1
"Why this thing stopped , why news channel are not focusing in this issue ? 
The answer is simple all are serving BJP and corrupt politician nobody care about poors . Only higher middle class or rich can enjoy. Who said we are in independent country is this we call independence",2
"this happens when mislead people protest , not knowing laws ... at the start of these protest we were supporting them but after some leaders of farmer protest used these for political purposes we started ignoring them and after26th january I lost faith in them completely....and then I myself took an account of laws and thought there is nothing to be worried about except a particular section for which government proposed amendments but they{ farmer leaders } never talk about that instead talk rubbish political talks sucking farmers vote...shameless people",0
Love you,2
BJP will killing farmer soul,1
"joe biden is the worst president in the history of man kind
...
Fact Checked : True ",2
Farmers will win,1
1:57 Indian president talks with his index finger pointing up in the air like Osama Bin Laden. Which isn't a good thing.,2
Thanks u bbc for sharing this valuable information about farmers protest this Modi government wants to sell their farming to private companies,1
"Why agitations should not become political ?  India Against Corruption IAC was hijacked by a political party and that party should not crib about politicisation.  Self respect of farmers is injured and politicisation is the tool for social change ... Arrogance of the spokesperson is evident, no discussion on the issues, but personal attacks and attack on opposition ...",1
"    
UP            ",2
"Sudhanshu g ko nhin pta, bus isko h or commission khor so called farmers ko h",2
Touch the photo ,2
UN to immediately take action on India to divided all state immediately from India,2
This is india,2
Anndata ko marna bohat he dukh ki baat hai. Modi is a goon and so is khattar! Bloody gangsters in uniform,2
Anndata ko marna bohat he dukh ki baat hai. Modi is a goon and so is khattar! Bloody gangsters in uniform,2
Can someone not get that asholed address and get him cornered,2
"They were blocking roads, highway and throwing stones, why would police not take action against them.",0
Very good. These are not KISAN. They are traitors,0
"Wow, Talibans have entered Panjsher .",2
Not farmers its KHALISTHANI,0
"*Stop calling them farmers! They are maoists + congressi+ ISI agents +khalistani, etc*",0
Not farmers some paid goons of Congress!! Because farmers don't pelt stones nor they show violence in red fort on 26th jan!!,0
Farmers start stocking all the produce. Let the government import food grains.,1
Bakait and team playing black black ,0
2:00 ye toh mere se bhi achi English bol rhe hai wow,2
Modi became the Prime Minister due to lack of education among Indians.  Will Modi resign?,1
Another woman was molested at farmer protests at Singhu border today. Why are feminists and liberals silent?,0
These farmers are not even wearing mask during pandemic and I am sure that India cases jumped in lakh all of sudden because of such people. They are not even farmers,0
"Farmers, government and protesters are doing their own perticuller jobs.. keep it up.",2
Across the country!!??? What a grate lie!!!,2
"Why we call it Black day, racism on its peak.",2
Bhagats want to turn nelsons eye to all bad actions of govt,1
There was no carona in election rallies,1
No support to these mandi walas in the name of farmers from congress toolkit,0
I am with farmers,1
Hope everything gets well soon support farmers ,1
"Now, farmer Bill politics start.",2
"Covid 19 cases are going down, Now Covid 19 politics is closed.",2
No covid now . No infection.  Great,2
Now no corona is happening,2
Excellent observation kala  dibash by kisan morcha.,2
Thanks NDTV. covering all areas of our society and telling reality. Thank god you are not Godi media.,1
"People are here who support farmers - what they mean is go and die while we are safe at home. 

Keep supporting protests everyday and then dont blame Jamat ,kumbh , election rally and ask PM to teach you how to wear diaper.



The only people supporting this havent really read them or asked a marginal farmer if theyre at all affected.

If these farmers die tomorrow of black fungus NDTV should claim responsibility and their andhbhakts",2
Six months agitation. Still government is just mute. What a arrogance?,1
Pray for India.Sympathy from Malaysia...,2
The Modi Govt n Indian Army must take strong action against  this corona super spreaders ASAP !,0
The,2
I am supporting to Farmers,1
Lathicharge media aur government pe hona chahiye,2
Kisan to raily me baithe thhe .ye to gunde h kissan banker aaye h .,2
That is good. These are not kissans but terrorists.,0
"We must he honest with ourselves,  our PM smells like a dogs butt. We must clean this butt and clean our India",1
Virodh mei Pappu ki tractor relly kab ??,2
Haryana sarkar pe to sb swal utha rahe the ab chup kyu ho bsdko,2
"Good news,       very good",2
 rip om Shanti,2
"Ab khan-gress kuchh nhi bolega, kyun ki ye lathi charge Punjab mein hua hai. Pappu must do a press conference and say something.",2
A lot of people want a good lifestyle but the way they spend can't see them get that lifestyle anytime soon the better  rich invest more and spend less,2
Ghante K kissan. Jo mudde uthane chahiye vo uthate nhi. Lift irrigation ka mudda uthate to me bhi sath deta.,2
Ye sab kab khatam hoga no civilised community sits on streets like this,2
Chitra literally got her ass kicked,1
Lead anchor chitra of aaj tak was asked to leave by farmers,1
Abe bakchod media it's not thousands of people it's lakhs of people ediot,2
It's kisan power ,1
Kisan andolan propagation is not necessary.  Take up the matter of poor people suffering from kisan andolan and have lost their livelihood,0
